Harvest ID,Date,Client,Project,Task,Notes,Hours,Billable?,Billable Rate
2804078352,2025-11-25,Century Driving School,Century Driving Onramp misc,Admin,Continue with argo cd pipeline to prioritize freeing up the production cluster of Jenkins,1.97,Yes,110.0
2804986503,2025-11-26,Century Driving School,Century Driving Onramp misc,Admin,"Resetting failed pods, clearing failed jobs, clearing exception emails",0.5,Yes,110.0
2805295403,2025-11-26,Century Driving School,Century Driving Onramp misc,Admin,Seeing if Jenkins can get pulled from the production cluster ,1.36,Yes,110.0
2805845267,2025-11-27,Century Driving School,Century Driving Onramp misc,Support,Overnight Support; Ready to Serve,0.5,Yes,110.0
2806396962,2025-11-28,Century Driving School,Century Driving Onramp misc,Admin,"Resetting failed pods, clearing failed jobs, clearing exception emails",0.5,Yes,110.0
2806580228,2025-11-28,Century Driving School,Century Driving Onramp misc,Admin,Gettting the sync jobs to work better from the management cluster side,1.33,Yes,110.0
2806917506,2025-11-29,Century Driving School,Century Driving Onramp misc,Admin,Added notifications for every cron job to know if they succeeded or failed,0.5,Yes,110.0
2806945976,2025-11-29,Century Driving School,Century Driving Onramp misc,Admin,Testing if the discord notifications will work as expected,1.15,Yes,110.0
2806952653,2025-11-29,Legacy Capital Planners,Redtails EMoney grading system,AI,Trying to get signed up for the sandbox accounts,0.4,Yes,
2806955039,2025-11-29,Bomhof Integrated,Internal,Admin,Working on getting the calendar to work so I can send it out for everyone to use.,2.12,No,
2807017495,2025-11-30,Century Driving School,Century Driving Onramp misc,Admin,Still testing if everything on Prod will sync correctily with Argo,0.5,Yes,110.0
2807033321,2025-11-30,Century Driving School,Century Driving Onramp misc,Admin,Final check before sync with production argocd app to allow it to take over production deploys,1.17,Yes,110.0
2807599282,2025-12-01,Century Driving School,Century Driving Onramp misc,Admin,Check if the newly promoted ( replacement ) node allowed the all of the restarted services to start.,0.5,Yes,110.0
2807651076,2025-12-01,Century Driving School,Century Driving Onramp misc,Admin,Swapping on Slack notify messages for the new discord variants. Looking into adding a certificate into an account,2.28,Yes,110.0
2808629651,2025-12-01,Influxdb,Influxdb,Admin,Meeting with Olga and Nate going over the last few changes needed on the now running rails version of the app. Testing has now been started on the live version,0.17,Yes,145.0
2808854672,2025-12-02,Century Driving School,Century Driving Onramp misc,Admin,Check on the database and github backups to make sure they are working as expected,0.5,Yes,110.0
2808876201,2025-12-02,Century Driving School,Century Driving Onramp misc,Rails Programming,Fix all slack notifications and move to Discord. Also add onramp_cms_react repo to the github backup job as it has only been backing up the old ruby based cms repo.,2.87,Yes,110.0
2809841260,2025-12-03,Century Driving School,Century Driving Onramp misc,Admin,Check on the database and github backups to make sure they are working as expected after yesterday's changes,0.5,Yes,110.0
2809862246,2025-12-03,Century Driving School,Century Driving Onramp misc,Admin,Move production to use the new repository using the newest images,1.45,Yes,110.0
2810745946,2025-12-04,Century Driving School,Century Driving Onramp misc,Support,"Digging into exceptions, checking on pod restarts, digging into failed jobs. Looking at rasa cluster health",0.5,Yes,110.0
2810768527,2025-12-04,Century Driving School,Century Driving Onramp misc,Admin,Continue looking into the api token based payment system. Look into giving argo full control of the rasa cluster,1.41,Yes,110.0
2811651736,2025-12-05,Century Driving School,Century Driving Onramp misc,Support,Overnight Support; Ready to Serve,0.5,Yes,110.0
2812154027,2025-12-05,Century Driving School,Century Driving Onramp misc,Admin,"Close down Jenkins on the Prod cluster, freeing up resources for longevity which allows us to keep the current sizing for a longer period of time",1.26,Yes,110.0
2812489464,2025-12-06,Century Driving School,Century Driving Onramp misc,Admin,Digging into why the cms pod has so many restarts,0.5,Yes,110.0
2812537207,2025-12-06,Century Driving School,Century Driving Onramp misc,Rails Programming,"Add another email address to the segment 1,2 need help report.",1.08,Yes,110.0
2812581304,2025-12-07,Century Driving School,Century Driving Onramp misc,Admin,Testing if the prod to staging database dump job ran successfully,0.5,Yes,110.0
2812634309,2025-12-07,Century Driving School,Century Driving Onramp misc,Admin,Fix broken copy prod to staging job,0.89,Yes,110.0
2812675220,2025-12-07,Influxdb,Influxdb,Admin,Work on getting access to the new prod environment as per Nate's instructions,0.68,Yes,145.0
2813045513,2025-12-08,Century Driving School,Century Driving Onramp misc,Admin,"Validate overnight jobs ran, pods fully restarted, jobs completed without failures, exceptions are ok.",0.5,Yes,110.0
2813080158,2025-12-08,Century Driving School,Century Driving Onramp misc,Rails Programming,Finish with medical email extra email changes. Pushed up the Next.js CVE fix. Troubleshooting potential issue with the react version upgrade. It may not have been deployed as previously thought.,1.3,Yes,110.0
2813939952,2025-12-08,Influxdb,Influxdb,Admin,Weekly meeting with Nate and Olga,0.72,Yes,145.0
2814180149,2025-12-09,Century Driving School,Century Driving Onramp misc,Admin,Moving more behavior to discord. Rebuilding the new CMS image ,0.5,Yes,110.0
2814201682,2025-12-09,Century Driving School,Century Driving Onramp misc,Admin,Trying to figure out why the api pod is degraded on the dev cluster.,1.94,Yes,110.0
2814845775,2025-12-09,Influxdb,Influxdb,Rails Programming,Converting sinatra urls to rails,1.66,Yes,145.0
2815084331,2025-12-10,Century Driving School,Century Driving Onramp misc,Admin,"Checking exceptions, digging into failed jobs. Looking into Wolfcreek and Integrity single logins and wondering if that is why some families do multiple account creations. ",0.5,Yes,110.0
2815104053,2025-12-10,Century Driving School,Century Driving Onramp misc,Rails Programming,Picking the api key fixes back up for all the celero accounts. Deployed the compliance medical condition email change,0.96,Yes,110.0
2815179362,2025-12-10,Bomhof Integrated,Internal,Website Administration,Buildout of more stuff-cal features ,1.44,No,
2815983967,2025-12-11,Century Driving School,Century Driving Onramp misc,Admin,"Digging into Chelsea's questions about Wolf Creek. I had forgotten about not all the correct mentors showing up, so that needs to be prioritized.",0.5,Yes,110.0
2816012040,2025-12-11,Century Driving School,Century Driving Onramp misc,Rails Programming,Continue testing the API token changes. Start to dig into the wolf creek fixes brought up by Chelsea,1.0,Yes,110.0
2816866642,2025-12-12,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2817200525,2025-12-12,Influxdb,Influxdb,Rails Programming,"Digging into what is wrong with the downloads page. Working with Nate, and Olga on active pages that are not working correctly and getting highlighted from staff. Also working on what it will take to pull in the wp-content folder into the repo",1.92,Yes,145.0
2817684246,2025-12-13,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2817699266,2025-12-13,Influxdb,Influxdb,Rails Programming,Continue to try to copy out wp-content folder. Including finding the right folder to copy,2.96,Yes,145.0
2817776527,2025-12-14,Century Driving School,Century Driving Onramp misc,Admin,Restarted the dead nfs file share used by grafana. Troubleshooting why it died. Digging into the cluster health since I lost some alerts,0.5,Yes,110.0
2817871040,2025-12-14,Century Driving School,Century Driving Onramp misc,Admin,"Continuing to troubleshoot the nfs share server, making sure it reboots and is updated. Also looking at setting NFS shares to auto start this time when the proxmox server comes back alive",1.25,Yes,110.0
2817957520,2025-12-14,Influxdb,Influxdb,Rails Programming,Work out a awy for the local rails server to automatically pull in contentful changes,0.94,Yes,145.0
2818571675,2025-12-15,Century Driving School,Century Driving Onramp misc,Admin,Fighting the hardware to bring the NFS server for Grafana back,2.5,Yes,110.0
2819121067,2025-12-15,Influxdb,Influxdb,Rails Programming,Work on solving the issue with fonts that Olga is running into,2.47,Yes,145.0
2819382782,2025-12-16,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2819399840,2025-12-16,Century Driving School,Century Driving Onramp misc,Admin,Upgrade the dev cluster as this week is the final week before it is auto updated. Update the RASA cluster,1.75,Yes,110.0
2820086794,2025-12-16,Influxdb,Influxdb,Rails Programming,Looking over the new meta tag social image changes and running tests locally to verify,1.22,Yes,145.0
2820306514,2025-12-17,Century Driving School,Century Driving Onramp misc,Admin,Continuing to check for RASA cluster fixes as it didn't come back alive after the upgrade,0.5,Yes,110.0
2820831493,2025-12-17,Influxdb,Influxdb,Rails Programming,Looking into why some previews are failing on QA. Fixing issues with pushing pages to Prod. Reworked the Webinar caching mechanism.,1.48,Yes,145.0
2821205421,2025-12-18,Century Driving School,Century Driving Onramp misc,Admin,Still continuing to see how to bring RASA back to life,0.5,Yes,110.0
2821231002,2025-12-18,Century Driving School,Century Driving Onramp misc,Rails Programming,Add additional mentors to the wolfcreek site. Dig into options with Claude to figure how where to get new Rasa images since the current mechanism doesn't seem to be viable any more.,1.2,Yes,110.0
2822159885,2025-12-19,Century Driving School,Century Driving Onramp misc,Admin,"Continue researching RASA issues, dig into exceptions and clear out failed jobs. Check if forced password change affected any payments",0.5,Yes,110.0
2822195373,2025-12-19,Century Driving School,Century Driving Onramp misc,Admin,Convert the current RASA API code into a new use,1.07,Yes,110.0
2823065575,2025-12-20,Century Driving School,Century Driving Onramp misc,Admin,Digging into usage leading into tonight's upgrade or the late late afternoon upgrade of the cluster,0.5,Yes,110.0
2823139824,2025-12-21,Century Driving School,Century Driving Onramp misc,Admin,upgrade onramp cluster ,1.01,Yes,110.0
2823153839,2025-12-21,Century Driving School,Century Driving Onramp misc,Admin,Working at fixing the broken mysql exporter after the clsuter upgrade,0.5,Yes,110.0
2823253422,2025-12-21,Bomhof Integrated,Internal,Accounting,Reconciled all accounts up to Dec 25 for MSUFCU accounts and through Dec 19 205 for the Visa card,0.68,No,
2823485265,2025-12-22,Century Driving School,Century Driving Onramp misc,Admin,Looking at the cluster status. Still trying to make a full fledged RASA plan,0.5,Yes,110.0
2823513231,2025-12-22,Century Driving School,Century Driving Onramp misc,Rails Programming,Fix the annoying issue with bad date in the road tests tab,1.54,Yes,110.0
2824370589,2025-12-23,Century Driving School,Century Driving Onramp misc,Admin,Discussions with Chelsea about another double payment. Confused why this is happening and I haven't been able to duplicate it,0.5,Yes,110.0
2824516731,2025-12-23,Century Driving School,Century Driving Onramp misc,Rails Programming,Fix the road tests issue with the bad date.,1.52,Yes,110.0
2825017844,2025-12-24,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2825238473,2025-12-25,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2825306341,2025-12-26,Century Driving School,Century Driving Onramp misc,Admin,Exceptions and failures cleaning up after the long Christmas and Christmas eve holidays. Sent the message to the team about the long list of attack attempts and how I need to protect it.,0.5,Yes,110.0
2825380541,2025-12-26,Century Driving School,Century Driving Onramp misc,Rails Programming,Looking at the gem used with my other customer that protects against DDOS attacks,0.37,Yes,110.0
2825396141,2025-12-26,Bomhof Integrated,Internal,Accounting,Cabin End of Year Book keeping. Continued working on the cabin reservation system. Still need to make sure that the subscription reservation system will sync with Google calendar later in the day. Very close to passing this out for people to use.,3.89,No,
2825488681,2025-12-27,Century Driving School,Century Driving Onramp misc,Admin,Looking into exceptions for more attacks. Digging into proxmox manual migration with additional host plus qdevice ,0.5,Yes,110.0
2825498448,2025-12-27,Century Driving School,Century Driving Onramp misc,Rails Programming,Continue working on the defensive measures on Onramp to stop attacks,1.23,Yes,110.0
2825502160,2025-12-27,Influxdb,Influxdb,Rails Programming,"Look at building a deployment page for handling cache clears, pushes to staging and pushes to Prod. Including defensive measures that don't allow pushing to prod in any branch but master",0.33,Yes,145.0
2825549451,2025-12-28,Century Driving School,Century Driving Onramp misc,Admin,"Working with Chelsea to see why some of the group texts didn't go out correctly. It appears there may be a bad phone number somewhere. Found it. She was putting a number in the test fields but with only 10 digits and that was validated, even though it was probably ignored. Either way, she added a 1 to those test numbers and it was fine.",0.5,Yes,110.0
2825573323,2025-12-28,Bomhof Integrated,Internal,Admin,Working on the calendar sync of reserve flow,0.32,No,
2825575567,2025-12-28,Influxdb,Influxdb,Admin,Continue working on the admin deployment page,0.2,Yes,145.0
2825723553,2025-12-29,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2825787828,2025-12-29,Bomhof Integrated,Internal,Admin,Getting the calendar completed to a point that it can be used by everyone.,2.58,No,
2826018155,2025-12-29,Century Driving School,Century Driving Onramp misc,Admin,Continued work on HA cdg-dev-utility and getting security based tests to run correctly,3.12,Yes,110.0
2826239922,2025-12-30,Century Driving School,Century Driving Onramp misc,Admin,"Looking over exceptions, clearing out failed jobs",0.5,Yes,110.0
2826284324,2025-12-30,Century Driving School,Century Driving Onramp misc,Admin,Continue with backup jobs between hosts. Deployed rack attack to Production and started tracking attack metrics on Prometheus,2.98,Yes,110.0
2826671143,2025-12-31,Century Driving School,Century Driving Onramp misc,Admin,Dig into what attacks the Rack attack and Prometheus changes stopped,0.67,Yes,110.0
2826966972,2026-01-01,Century Driving School,Century Driving Onramp misc,Admin,"Checking for new exceptions, service stability and attack attempts via Prometheus",0.5,Yes,110.0
2826979091,2026-01-01,Century Driving School,Century Driving Onramp misc,Admin,Continued work on the defensive measures and token based payments ,1.0,Yes,110.0
2827146171,2026-01-02,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2827459482,2026-01-02,Century Driving School,Century Driving Onramp misc,Admin,Working on the HA for the cdg-util-dev machine,1.62,Yes,110.0
2827567964,2026-01-03,Century Driving School,Century Driving Onramp misc,Admin,Check on exceptions and blocked hosts or throttled requests,0.5,Yes,110.0
2827584739,2026-01-03,Century Driving School,Century Driving Onramp misc,Admin,Continue working on failover and bot replacement,2.2,Yes,110.0
2827644347,2026-01-04,Century Driving School,Century Driving Onramp misc,Admin,Digging into failover that failed last night at 0:00,1.3,Yes,110.0
2828016648,2026-01-05,Century Driving School,Century Driving Onramp misc,Admin,Troubleshooting metrics backups issue,0.5,Yes,110.0
2828040294,2026-01-05,Century Driving School,Century Driving Onramp misc,Admin,"Need to move the metrics NFS share to a more stable host and throw in the towel on this host for a while till I can understand why it is so flaky. Working with Chelsea on why the user road test report hasn't been showing up suddenly.  Also digging into what's going on with unpaid road tests not appearing to ""all"" be deleted? ",2.19,Yes,110.0
2828648963,2026-01-05,Influxdb,Influxdb,Rails Programming,Looking at the changes in the rails8 branch as asked by Olga. Discuss the admin deployment panel with Nate. Weekly meeting with Nate and Olga,1.2,Yes,145.0
2829054004,2026-01-06,Century Driving School,Century Driving Onramp misc,Admin,Digging into jobs that send communication to see if throttling has somehow caused an issue.,0.5,Yes,110.0
2829068849,2026-01-06,Century Driving School,Century Driving Onramp misc,Admin,"Continuing to watch for failed jobs, exceptions or anything pointing to communication failures",1.74,Yes,110.0
2829901012,2026-01-07,Century Driving School,Century Driving Onramp misc,Admin,Check that the scheduler is running as expected,0.5,Yes,110.0
2829926721,2026-01-07,Century Driving School,Century Driving Onramp misc,Rails Programming,"Making sure that the nightly restart job is okay wiithout the scheduler, verifying that cron based schedules are running as expected. Continue on work toward cleaning up more throttled tasks on the staff side",1.38,Yes,110.0
2830313937,2026-01-07,Legacy Capital Planners,Redtails EMoney grading system,Admin,Sending email(s) to Shannon at Emoney to try to get access to their sandbox environment,0.5,Yes,
2830712023,2026-01-08,Century Driving School,Century Driving Onramp misc,Admin,"Verifying again that the scheduled jobs are in fact running as they should, manually running the yearly 1-1 count job",0.5,Yes,110.0
2830733028,2026-01-08,Century Driving School,Century Driving Onramp misc,Admin,Continue running 1-1 enrollments job manually,0.92,Yes,110.0
2831537400,2026-01-09,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2832389742,2026-01-10,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2832405017,2026-01-10,Century Driving School,Century Driving Onramp misc,Design,Getting back into the design of the phone system ,1.97,Yes,110.0
2832427951,2026-01-10,Influxdb,Influxdb,Rails Programming,Test the Deployment UIs,1.11,Yes,145.0
2832613653,2026-01-11,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2833067452,2026-01-12,Century Driving School,Century Driving Onramp misc,Admin,"Digging into the ""send reply"" check box that isn't working. Seems this is turned off.",0.5,Yes,110.0
2833091479,2026-01-12,Legacy Capital Planners,Redtails EMoney grading system,Admin,Signing up for Redtail sandbox,0.81,Yes,
2833114660,2026-01-12,Century Driving School,Century Driving Onramp misc,Admin,Get argo cd running again on the cdg-dev-manager,0.23,Yes,110.0
2833917072,2026-01-12,Influxdb,Influxdb,Rails Programming,Continue work on the deployment pages. Completed and pushed to rails8 branch. Weekly catch up meeting with Olga and Nate,1.6,Yes,145.0
2834158288,2026-01-13,Century Driving School,Century Driving Onramp misc,Admin,"talking with the office about throttling issues, and with Adam about the PCI scan happening today. We were heavily throttling requests but the system held up pretty well, better than before we had rack attack.",0.5,Yes,110.0
2834179723,2026-01-13,Century Driving School,Century Driving Onramp misc,Admin,"Work on getting argo running again, and adding more routes to the ignore list for throttling etc.",1.41,Yes,110.0
2835040005,2026-01-14,Century Driving School,Century Driving Onramp misc,Admin,"Trying another attempt at using the new ip address. The killall script didn't help solve the issue, still in a boot loop",0.5,Yes,110.0
2835062860,2026-01-14,Century Driving School,Century Driving Onramp misc,Admin,Continue trying to fix the k3s argo management cluster,1.41,Yes,110.0
2836095324,2026-01-15,Century Driving School,Century Driving Onramp misc,Admin,"Clear stopped jobs, clear out exceptions, validate stability. Looking into an exception Paige saw that I'm not familier with.",0.5,Yes,110.0
2836144012,2026-01-15,Century Driving School,Century Driving Onramp misc,Admin,Continue getting Argo running correctly,1.17,Yes,110.0
2837141989,2026-01-16,Century Driving School,Century Driving Onramp misc,Admin,"Check on exceptions, clear failed jobs. Look at how many blocked IPs we have and loading on the system",0.5,Yes,110.0
2837328839,2026-01-16,Legacy Capital Planners,Redtails EMoney grading system,Admin,"Working on emoney scraper. Built working emoney scraper, discussed API permissions and cost with Spencer and RedTail / Emoney representatives. Pushed up the current version of emoney scraper including a dashboard to easily see the score of the client. Currently based on a customer logged in portal, we need the client portal access to build out the other data sets.",4.32,Yes,
2837581113,2026-01-16,Century Driving School,Century Driving Onramp misc,Admin,Look into the missing file issue as reported by Chelsea,0.2,Yes,110.0
2837995927,2026-01-17,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2838040101,2026-01-17,Legacy Capital Planners,Redtails EMoney grading system,Admin,Discussed next steps with Scott. ,0.5,Yes,
2838079457,2026-01-18,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2838506024,2026-01-19,Century Driving School,Century Driving Onramp misc,Admin,"Working with Chelsea, seems she is having issues sending texts",0.5,Yes,110.0
2838529082,2026-01-19,Century Driving School,Century Driving Onramp misc,Rails Programming,Digging into the status of the current token based payment system. It still feels too complex to trust,1.46,Yes,110.0
2839095717,2026-01-19,Influxdb,Influxdb,Rails Programming,"Clean up the deployment page timeouts, work on the cloudflare issue with webhooks",1.02,Yes,145.0
2839133721,2026-01-19,Legacy Capital Planners,Redtails EMoney grading system,Admin,Look into retail api answer from Spencer. ,0.2,Yes,
2839328307,2026-01-20,Century Driving School,Century Driving Onramp misc,Admin,Digging into UI issues with sending texts from the communication page. Need to remove the requirement to add a From phone number and clean up the warnings so the entire process is simpler to manage,0.5,Yes,110.0
2839345767,2026-01-20,Century Driving School,Century Driving Onramp misc,Rails Programming,Continue looking into the PR for secret key payments authentication.,1.35,Yes,110.0
2839991691,2026-01-20,Influxdb,Influxdb,Rails Programming,Looking into settings for Rack Attack to see if we block any ip addresses. Cloudflare may but I don't have access as of yet.,0.25,Yes,145.0
2840309436,2026-01-21,Century Driving School,Century Driving Onramp misc,Admin,Dig into changing how the text messages are sent from the communication page. Look at cluster health,0.5,Yes,110.0
2840331070,2026-01-21,Century Driving School,Century Driving Onramp misc,Rails Programming,Continue testing the API changes with api keys for payments. Dig into github repo container registry,1.25,Yes,110.0
2841182921,2026-01-22,Century Driving School,Century Driving Onramp misc,Admin,"Continue testing on the API changes for payments. Check that throttled requests cleared up, my guess is we were getting scanned yesterday for PCI compliance",0.5,Yes,110.0
2841204641,2026-01-22,Century Driving School,Century Driving Onramp misc,Admin,Testing the logs for API secret notifiications for Integrity test payments and username/password for other locations,1.25,Yes,110.0
2842063292,2026-01-23,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2842915591,2026-01-24,Century Driving School,Century Driving Onramp misc,Admin,"Clearing out bad jobs, digging into Exceptions, checking health",0.5,Yes,110.0
2842948809,2026-01-24,Century Driving School,Century Driving Onramp misc,Rails Programming,Test if the api secret key payment works as expected on the testing env.,0.67,Yes,110.0
2843006430,2026-01-25,Century Driving School,Century Driving Onramp misc,Admin,Trying to see if the new Clawd.bot will solve the testing issues I’m running into with Claude itself. ,0.5,Yes,110.0
2843047512,2026-01-25,Century Driving School,Century Driving Onramp misc,Design,Digging into the Clawd.bot and understanding the potential for monitoring and eventually running Onramp with skills,3.6,Yes,110.0
2843400277,2026-01-26,Century Driving School,Century Driving Onramp misc,Admin,Validating that last night's scan didn't disrupt any services,0.5,Yes,110.0
2843430582,2026-01-26,Century Driving School,Century Driving Onramp misc,Rails Programming,Validating the integrity road test purchase with the secret key worked as expected,1.25,Yes,110.0
2844255188,2026-01-26,Influxdb,Influxdb,Rails Programming,Continue on the Contentful / Cloudflare webhook system,2.06,Yes,145.0
2844316752,2026-01-26,Influxdb,Influxdb,Rails Programming,"Weekly meeting with Olga and Nate, discussing current site status and work completed and inprogress",0.5,Yes,145.0
2844520425,2026-01-27,Century Driving School,Century Driving Onramp misc,Admin,"Looked up the reason the payments falled last fall, making sure that the current code changes don't overlook that fact. Trying to get password for the integrity account. ",0.5,Yes,110.0
2844544371,2026-01-27,Century Driving School,Century Driving Onramp misc,Project Management,Looking to push up the secret key changes today with only the key for Integrity getting used but username / password for all the others,1.39,Yes,110.0
2845443559,2026-01-28,Century Driving School,Century Driving Onramp misc,Admin,Trying to figure out how to get the new code in and set up a new password to access the integrity11 account,0.5,Yes,110.0
2845468233,2026-01-28,Century Driving School,Century Driving Onramp misc,Rails Programming,Continue working through getting the new API code pushed up and then figuring out how to get the new api secret from integrity11 ( need to get a login ),1.84,Yes,110.0
2846338758,2026-01-29,Century Driving School,Century Driving Onramp misc,Admin,"Verifying payments continued working, Checking specifically if Integrity recieved more than 1 payment using the new secret api key system",0.5,Yes,110.0
2846361398,2026-01-29,Century Driving School,Century Driving Onramp misc,Admin,Clean up old non used passwords on the Onramp pods since they are no longer in use,1.03,Yes,110.0
2847306843,2026-01-30,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2848320231,2026-01-31,Century Driving School,Century Driving Onramp misc,Admin,"Cleared out exceptions and removed failed jobs. Checked on metrics and verified backups
system is operating normally",0.5,Yes,110.0
2848423742,2026-02-01,Bomhof Integrated,Two Way Software,Design,X/Twitter bot development for #vss365 engagement,1.41,No,
2848464425,2026-02-01,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2848476599,2026-02-01,Century Driving School,Century Driving Onramp misc,Admin,Verified that Integrity payments are continuing work as expected. Digging in more into the one high usage node which I believe is due to Prometheus.,1.5,Yes,110.0
2849021256,2026-02-02,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2850037746,2026-02-02,Century Driving School,Century Driving Onramp misc,Admin,Make sure Prometheus metrics are working since I’m running into an error ,0.32,Yes,110.0
2850279565,2026-02-03,Century Driving School,Century Driving Onramp misc,Admin,"Noting that even though we didn’t have metrics yesterday, they were back this morning. Still seeing alerts though. Hopefully with the fix this morning, the alerts clear up. ",0.5,Yes,110.0
2850307377,2026-02-03,Century Driving School,Century Driving Onramp misc,Admin,"Continue to figure out what is wrong with prometheus, I still can't see any metrics",0.54,Yes,110.0
2851261670,2026-02-04,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2852167252,2026-02-05,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2852268627,2026-02-05,Century Driving School,Century Driving Onramp misc,Rails Programming,Continue looking into phone system ,0.63,Yes,110.0
2853066501,2026-02-06,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2853782261,2026-02-06,Century Driving School,Century Driving Onramp misc,Admin,Support,2.0,Yes,110.0
2853940577,2026-02-07,Century Driving School,Century Driving Onramp misc,Admin,Verify that everything is running as expected.  Was able to verify that grafana is active and the prometheus fix allowed the node pressure to subside significantly,0.5,Yes,110.0
2853948862,2026-02-07,Bomhof Integrated,Internal,Accounting,End of year for taxes,1.05,No,
2854040107,2026-02-08,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2854490245,2026-02-09,Century Driving School,Century Driving Onramp misc,Admin,Validate operation of the cluster and check on the vitals. Check on the feature that Kyler was working on last week.,0.5,Yes,110.0
2854599580,2026-02-09,Century Driving School,Century Driving Onramp misc,Admin,"The dev cluster is having trouble deploying new API pods, digging into that.",0.08,Yes,110.0
2855600874,2026-02-10,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2855699776,2026-02-10,Century Driving School,Century Driving Onramp misc,Design,Looking into money saving options where potentially a phone call can be used instead of a text message? Or the transcription is shown to the user?,0.11,Yes,110.0
2855835909,2026-02-10,Century Driving School,Century Driving Onramp misc,Design,Working on the changes to the docuseal pdf,0.86,Yes,110.0
2856502876,2026-02-11,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2857959175,2026-02-12,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2858852936,2026-02-13,Century Driving School,Century Driving Onramp misc,Admin,Digging into why a customer complained about a certificate warning. I can't find any area or site owned ( or used ) by Century that doesn't have a secure ( non expired ) certificate. I did find that an API pod restarted recently. There is a chance that caused an odd redirect with a cert error due to missing content. But no way to verify that. I passed this information to Dave. Also digging into an alignment issue on the cdg mobile version where the links are showing below the images ,0.5,Yes,110.0
2860622589,2026-02-13,Century Driving School,Century Driving Onramp misc,Rails Programming,"Continue working on Chelsea asks, including updating the segment1 application and an additional ask that I am digging into more now.",2.82,Yes,110.0
2861119930,2026-02-14,Century Driving School,Century Driving Onramp misc,Admin,Testing the mobile link fix. ,0.5,Yes,110.0
2861129778,2026-02-14,Century Driving School,Century Driving Onramp misc,Rails Programming,Trying to fix the mobile page yet as the teen and adult offerings links are too low and pushing the other links to cover images and writing. Cleaning up the bot systemd access so it will auto start. Deployed the fix and sent out the deployment email.,0.88,Yes,110.0
2861150295,2026-02-14,Century Driving School,Century Driving Onramp misc,Admin,Ready for Support,0.5,Yes,110.0
2861154235,2026-02-14,Legacy Capital Planners,Redtails EMoney grading system,AI,"Working towards building the clickable browser setup, but need the monthly access auth profile added instead of the too expensive api keys",2.17,Yes,
2861207465,2026-02-15,Century Driving School,Century Driving Onramp misc,Admin,"checking on stability, clearing out failed resque jobs, verifying all pods are up and working",0.5,Yes,110.0
2861264404,2026-02-15,Legacy Capital Planners,Redtails EMoney grading system,Programming,Working on building out an api less auto clicking mechanism,2.44,Yes,
2861652418,2026-02-16,Century Driving School,Century Driving Onramp misc,Admin,"Daily cluster check: all 101 pods healthy (Running/Completed). Cleared 7 failed Resque jobs (DirtyExit from nightly restart). Queue depths: course_cache 132, road_test_cache 0. Node resources nominal - CPU max 28%, memory max 83%. Fixed daily-cluster-check cron script (--skill flag was invalid).",0.5,Yes,110.0
2861673987,2026-02-16,Century Driving School,Century Driving Onramp misc,Admin,Looking into generating the secret token codes for both mrt ( precision01 ) and centurygroup.,1.92,Yes,110.0
2862257520,2026-02-16,Influxdb,Influxdb,Rails Programming,Continue working through the webhook work for cloudflare,1.61,Yes,145.0
2862480615,2026-02-17,Century Driving School,Century Driving Onramp misc,Admin,"Ready for Support - Daily cluster check: all 103 pods healthy (Running/Completed), cleared 6 failed Resque jobs (DirtyExit from nightly restart), course_cache queue at 94 jobs (processing), road_test_cache empty, node resources nominal (CPU max 16%, mem max 76%)",0.5,Yes,110.0
